,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
31197,435997.7,Current,2022-10-28
31198,591200.21,Current,2022-10-28
31199,827998.57,Current,2022-11-03
31200,813519.26,Current,2022-11-07
31201,1034250.37,Current,2022-11-09
31202,747600.07,Current,2022-11-10
31203,630599.02,Current,2022-11-14
31204,896248.48,Current,2022-11-15
31205,1107548.21,Current,2022-11-16
31206,2700001.26,Current,2022-11-18
31207,873200.04,Current,2022-11-24
31208,4070290.81,Current,2022-11-24
31209,1047999.82,Current,2022-11-25
31210,6099997.0,Current,2022-11-29
31211,2397809.91,Current,2022-11-29
31212,984673.65,Current,2022-11-29
31213,3071866.58,Current,2022-12-01
31214,816199.27,Current,2022-12-01
31215,1096000.6,Current,2022-12-01
31216,689600.48,Current,2022-12-01
31217,872399.2,Current,2022-12-02
31218,590000.75,Current,2022-12-02
31219,1320000.2,Current,2022-12-07
31220,858398.94,Current,2022-12-14
31221,655200.53,Current,2022-12-15
31222,1444799.22,Current,2022-12-16
31223,572900.68,Amortization Past Due,2022-12-16
31224,999999.64,Current,2022-12-19
31225,2282105.96,Current,2022-12-02
31226,5295284.9,Current,2022-12-02
31227,1042400.05,Current,2022-12-21
31228,16085457.22,Current,2022-12-22
31229,1006499.03,Current,2022-12-22
31230,6025161.05,Current,2022-12-02
31231,799108.96,Current,2022-12-23
31232,581698.41,Current,2022-12-23
31233,-0.41,Current,2022-12-27
31234,4500000.93,Current,2022-12-29
31235,1932894.31,Current,2022-12-29
31236,736400.26,Current,2022-12-29
31237,1507998.25,Current,2022-12-29
31238,12806314.45,Current,2023-01-03
31239,1398398.82,Current,2023-01-05
31240,999998.25,Current,2023-01-06
31241,921900.61,Current,2023-01-06
31242,1036100.51,Current,2023-01-17
31243,1535199.8,Current,2023-01-17
31244,1342400.13,Current,2023-01-20
31245,944000.45,Current,2023-01-20
31246,675499.63,Current,2023-01-23
31247,1032001.07,Current,2023-01-25
31248,2173920.19,Current,2023-01-27
31249,655200.33,Current,2023-01-27
31250,630698.61,Current,2023-01-27
31251,655199.97,Current,2023-01-31
31252,626249.32,Current,2023-02-01
31253,974398.75,Current,2023-02-06
31254,647498.83,Current,2023-02-08
31255,655200.35,Current,2023-02-15
31256,1047198.84,Current,2023-02-16
31257,9577571.42,Current,2023-02-21
31258,858400.75,Current,2023-02-21
31259,5304485.43,Current,2023-02-22
31260,1717801.01,Current,2023-02-22
31261,1119299.53,Current,2023-02-23
31262,1438401.18,Current,2023-02-27
31263,1638400.15,Current,2023-02-27
31264,813439.14,Current,2023-02-27
31265,2843903.64,Current,2023-02-28
31266,840798.65,Current,2023-02-28
31267,920000.59,Current,2023-02-28
31268,920000.54,Current,2023-02-28
31269,1047999.32,Current,2023-02-28
31270,1624498.62,Current,2023-03-07
31271,1405600.15,Current,2023-03-08
31272,547199.34,Current,2023-03-09
31273,1319997.05,Current,2023-03-13
31274,696781.52,Current,2023-03-13
31275,768799.07,Current,2023-03-14
31276,624998.99,Current,2023-03-16
31277,1012000.29,Current,2023-03-16
31278,1113499.43,Current,2023-03-17
31279,1008000.7,Current,2023-03-20
31280,568798.39,Amortization Past Due,2023-03-20
31281,1116000.11,Current,2023-03-22
31282,749699.74,Current,2023-03-23
31283,3290000.85,Current,2023-03-23
31284,934500.64,Current,2023-03-24
31285,1048000.74,Current,2023-03-27
31286,1593000.96,Current,2023-03-30
31287,866400.44,Current,2023-03-30
31288,814399.95,Current,2023-03-30
31289,1114000.99,Current,2023-03-31
31290,5680000.57,Current,2023-03-31
31291,613701.31,Current,2023-03-31
31292,1103199.46,Current,2023-03-31
31293,912000.34,Current,2023-04-03
31294,895051.01,Current,2023-04-04
31295,938400.28,Current,2023-04-04
31296,664000.67,Current,2023-04-05
31297,8688000.91,Current,2023-04-12
31298,1359199.22,Current,2023-04-13
31299,787099.82,Current,2023-04-13
31300,410401.3,Current,2023-04-17
31301,855999.35,Current,2023-04-17
31302,655200.49,Current,2023-04-17
31303,1358250.23,Amortization Past Due,2023-04-19
31304,814999.23,Current,2023-04-19
31305,1048000.98,Current,2023-04-20
31306,822935.09,Current,2023-04-24
31307,1048000.04,Current,2023-04-24
31308,1062498.24,Current,2023-04-25
31309,1006401.27,Amortization Past Due,2023-04-26
31310,1263200.14,Current,2023-04-26
31311,587500.73,Current,2023-04-27
31312,853399.03,Current,2023-04-27
31313,2568000.8,Current,2023-04-28
31314,692000.52,Current,2023-04-28
31315,547200.62,Current,2023-04-28
31316,1755198.97,Current,2023-04-28
31317,1779198.38,Current,2023-04-28
31318,655200.45,Current,2023-05-04
31319,1499998.18,Current,2023-05-05
31320,813520.39,Current,2023-05-05
31321,998401.3,Current,2023-05-08
31322,983200.54,Current,2023-05-09
31323,663000.22,Current,2023-05-15
31324,1075250.86,Current,2023-05-15
31325,2800001.16,Current,2023-05-16
31326,1231201.43,Current,2023-05-22
31327,3999998.87,Current,2023-05-23
31328,1144000.48,Current,2023-05-23
31329,5443572.05,Current,2023-05-24
31330,1121998.39,Current,2023-05-26
31331,664800.36,Current,2023-05-30
31332,1000000.22,Current,2023-05-30
31333,549999.12,Current,2023-05-30
31334,893349.37,Current,2023-05-30
31335,1695196.87,Current,2023-05-30
31336,1229499.38,Current,2023-06-05
31337,700300.0,Current,2023-06-06
31338,807101.57,Current,2023-06-06
31339,450450.76,Current,2023-06-08
31340,4800000.93,Current,2023-06-13
31341,1687001.13,Current,2023-06-14
31342,676799.1,Current,2023-06-14
31343,547200.46,Current,2023-06-14
31344,853399.87,Amortization Past Due,2023-06-15
31345,537198.65,Current,2023-06-21
31346,1359152.35,Current,2023-06-21
31347,623250.42,Current,2023-06-21
31348,1087201.06,Current,2023-06-22
31349,1379201.39,Current,2023-06-22
31350,719111.49,Current,2023-06-22
31351,760318.21,Current,2023-06-23
31352,5842799.21,Current,2023-06-27
31353,1694842.9,Current,2023-06-27
31354,655200.42,Current,2023-06-30
31355,774401.32,Current,2023-06-30
31356,777906.07,Current,2023-07-03
31357,1340001.97,Current,2023-07-04
31358,503000.35,Current,2023-07-05
31359,2007701.17,Current,2023-07-05
31360,4833992.83,Amortization Past Due,2023-06-20
31361,777600.47,Current,2023-07-06
31362,924800.46,Current,2023-07-06
31363,703799.01,Current,2023-07-06
31364,6837797.64,Current,2023-06-20
31365,3348556.49,Current,2023-06-20
31366,7042211.55,Current,2023-06-20
31367,1317958.77,Current,2023-06-20
31368,16173964.82,Principal Past Due,2023-06-20
31369,5596550.72,Current,2023-06-20
31370,1436800.7,Current,2023-07-12
31371,555602.06,Current,2023-07-12
31372,1511999.81,Current,2023-07-14
31373,581400.58,Current,2023-07-14
31374,749500.75,Current,2023-07-14
31375,4000000.67,Current,2023-07-14
31376,1058362.02,Current,2023-06-20
31377,1058363.16,Current,2023-06-20
31378,5082781.15,Current,2023-06-20
31379,4183672.43,Current,2023-06-20
31380,1420699.96,Current,2023-06-20
31381,5016707.43,Current,2023-06-20
31382,3266674.65,Current,2023-06-20
31383,3975055.66,Current,2023-07-19
31384,1292000.22,Current,2023-07-20
31385,45000000.3,Current,2023-07-21
31386,3999999.98,Current,2023-07-21
31387,1134751.18,Current,2023-07-21
31388,2628624.73,Current,2023-04-23
31389,902399.4,Current,2023-07-28
31390,655999.29,Current,2023-07-31
31391,987000.48,Current,2023-07-31
31392,2085600.09,Current,2023-08-02
31393,10000000.73,Current,2023-08-04
31394,1647200.76,Current,2023-08-07
31395,664799.54,Current,2023-08-10
31396,999599.6,Current,2023-08-10
31397,1314600.25,Current,2023-08-11
31398,950000.91,Current,2023-08-11
31399,846398.9,Current,2023-08-14
31400,1823999.05,Current,2023-08-14
31401,1841499.6,Current,2023-08-15
31402,2999998.93,Current,2023-08-15
31403,330000.57,Current,2023-08-18
31404,816798.97,Current,2023-08-18
31405,4176681.97,Current,2023-08-22
31406,843600.26,Current,2023-08-23
31407,19799999.49,Current,2023-08-24
31408,1675999.3,Current,2023-08-24
31409,2165856.14,Current,2023-04-28
31410,1000000.84,Current,2023-08-31
31411,1883197.66,Current,2023-08-31
31412,705600.47,Current,2023-08-31
31413,927998.56,Current,2023-08-31
31414,3625055.69,Current,2023-08-31
31415,2323736.1,Current,2023-08-31
31416,916800.41,Current,2023-09-01
31417,1556800.4,Current,2023-09-01
31418,798198.54,Current,2023-09-04
31419,958401.54,Current,2023-09-04
31420,599498.81,Current,2023-09-05
31421,8658403.29,Current,2023-08-30
31422,2973890.45,Current,2023-09-12
31423,4729889.68,Current,2023-08-30
31424,1392806.11,Current,2023-09-14
31425,911998.89,Current,2023-09-14
31426,2718999.59,Current,2023-09-15
31427,4366720.71,Current,2023-08-30
31428,1355899.52,Current,2023-09-19
31429,3902411.04,Current,2023-08-30
31430,1490999.21,Current,2023-09-20
31431,697849.24,Current,2023-09-20
31432,649998.26,Current,2023-09-20
31433,1123499.22,Current,2023-09-21
31434,624500.46,Current,2023-09-25
31435,1451268.47,Current,2023-09-01
31436,1023199.66,Current,2023-09-27
31437,772800.62,Current,2023-09-28
31438,473200.19,Current,2023-09-28
31439,473200.66,Current,2023-09-28
31440,473199.72,Current,2023-09-28
31441,473200.24,Current,2023-09-28
31442,473199.21,Current,2023-09-28
31443,473201.04,Current,2023-09-28
31444,473199.96,Current,2023-09-28
31445,473199.29,Current,2023-09-28
31446,473200.64,Current,2023-09-28
31447,473198.76,Current,2023-09-28
31448,473199.7,Current,2023-09-28
31449,473199.71,Current,2023-09-28
31450,473200.03,Current,2023-09-28
31451,922400.52,Current,2023-09-29
31452,11199999.89,Current,2023-09-29
31453,765403.31,Current,2023-09-29
31454,749699.54,Current,2023-09-29
31455,3525111.94,Current,2023-09-29
31456,1254397.98,Current,2023-10-09
31457,816397.94,Current,2023-10-10
31458,507110.23,Current,2023-10-10
31459,500002.44,Current,2023-10-12
31460,539459.01,Current,2023-10-13
31461,1039000.19,Current,2023-10-16
31462,1702039.42,Current,2023-10-16
31463,1263198.84,Current,2023-10-18
31464,928199.37,Current,2023-10-18
31465,795599.31,Current,2023-10-23
31466,2099518.73,Current,2023-10-23
31467,958399.22,Amortization Past Due,2023-10-24
31468,3000000.49,Current,2023-10-25
31469,750549.34,Current,2023-10-27
31470,1103200.3,Current,2023-10-27
31471,2905742.5,Current,2023-10-27
31472,3118310.4,Current,2023-10-27
31473,1916041.21,Current,2023-10-27
31474,1070400.19,Current,2023-10-31
31475,1590399.7,Current,2023-10-31
31476,655200.97,Current,2023-11-03
31477,775601.15,Current,2023-11-06
31478,1196799.1,Current,2023-11-13
31479,1647198.33,Current,2023-11-15
31480,1064000.69,Current,2023-11-20
31481,7753700.31,Current,2023-11-21
31482,997003.4,Current,2023-11-22
31483,1455999.44,Current,2023-11-24
31484,0.88,Current,2023-11-28
31485,1228802.38,Current,2023-11-28
31486,2375155.75,Current,2023-11-28
31487,527999.78,Current,2023-11-29
31488,813279.39,Current,2023-11-30
31489,15075000.09,Current,2023-11-30
31490,702398.89,Current,2023-12-04
31491,748802.15,Amortization Past Due,2023-12-04
31492,972001.44,Current,2023-12-05
31493,1167999.9,Current,2023-12-12
31494,1151610.97,Current,2023-12-13
31495,1751201.3,Current,2023-12-13
31496,655200.86,Current,2023-12-19
31497,848300.4,Current,2023-12-19
31498,1239000.56,Current,2023-12-19
31499,583201.09,Current,2023-12-20
31500,528000.24,Current,2023-12-28
31501,2424000.18,Current,2023-12-29
31502,2541490.21,Current,2023-12-29
31503,8200000.15,Current,2023-12-29
31504,1643199.95,Current,2023-12-29
31505,4100570.8,Current,2023-12-29
31506,766701.22,Current,2024-01-02
31507,4872199.91,Current,2024-01-08
31508,528001.46,Current,2024-01-10
31509,1070399.83,Current,2024-01-11
31510,1168750.31,Amortization Past Due,2024-01-11
31511,1168749.51,Current,2024-01-11
31512,1068000.69,Current,2024-01-16
31513,719199.15,Current,2024-01-16
31514,1062400.06,Current,2024-01-17
31515,4248951.66,Current,2024-01-17
31516,681599.12,Current,2024-01-18
31517,1104799.3,Current,2024-01-19
31518,2252000.71,Current,2024-01-22
31519,911000.46,Current,2024-01-22
31520,1696202.47,Current,2024-01-25
31521,2470998.74,Current,2024-01-25
31522,903550.54,Current,2024-01-26
31523,1324701.21,Current,2024-01-26
31524,1011999.58,Current,2024-01-29
31525,706399.9,Current,2024-01-29
31526,721600.95,Current,2024-01-29
31527,5434769.63,Current,2024-01-30
31528,671289.75,Current,2024-01-31
31529,894399.03,Current,2024-01-31
31530,4085115.76,Current,2024-01-31
31531,1272800.0,Current,2024-02-07
31532,991998.18,Current,2024-02-12
31533,702950.22,Current,2024-02-14
31534,958400.89,Current,2024-02-15
31535,1070401.45,Current,2024-02-15
31536,599999.13,Current,2024-02-16
31537,527999.54,Current,2024-02-22
31538,2494397.63,Current,2024-02-23
31539,1068001.83,Current,2024-02-23
31540,724948.58,Current,2024-02-26
31541,847199.75,Current,2024-02-26
31542,4692022.74,Current,2024-02-27
31543,2322582.38,Current,2024-02-27
31544,6753500.9,Current,2024-02-28
31545,4363198.8,Current,2024-02-29
31546,3725277.36,Current,2024-03-05
31547,1270001.49,Current,2024-03-05
31548,1851750.19,Current,2024-03-05
31549,9263729.94,Current,2024-03-06
31550,1268999.96,Current,2024-03-06
31551,1203199.81,Current,2024-03-06
31552,834399.87,Current,2024-03-15
31553,970398.96,Current,2024-03-19
31554,1516400.58,Current,2024-03-20
31555,839198.65,Current,2024-03-20
31556,853398.61,Current,2024-03-20
31557,853399.89,Current,2024-03-21
31558,10875000.42,Current,2024-03-22
31559,594399.62,Current,2024-03-22
31560,1431199.86,Current,2024-03-26
31561,5352449.49,Current,2024-03-27
31562,9568026.94,Current,2024-03-27
31563,1415998.68,Current,2017-05-31
31564,621999.16,Current,2017-07-24
31565,302183.81,Current,2017-08-23
31566,260001.48,Current,2017-09-28
31567,-0.54,Current,2017-11-05
31568,1.05,Current,2017-11-05
31569,1.47,Current,2017-07-19
31570,12935001.49,Current,2014-10-03
31571,799816.08,Current,2018-01-15
31572,5750020.86,Current,2018-01-10
31573,12229000.38,Items for litigation,2009-01-05
31574,5000000.62,Items for litigation,2008-09-30
31575,5467439.38,Current,2015-07-22
31576,-1.85,Current,2017-11-05
31577,-2.07,Current,2018-01-05
31578,0.24,Current,2018-01-05
31579,1.11,Current,2018-01-05
31580,1.83,Current,2018-02-01
31581,0.01,Current,2018-02-05
31582,1.26,Current,2018-02-05
31583,0.09,Current,2018-02-01
31584,-0.93,Current,2018-02-05
31585,0.14,Current,2018-02-06
31586,2.05,Current,2018-02-05
31587,0.99,Current,2018-02-19
31588,0.63,Principal Past Due,2018-02-05
31589,-1.65,Current,2018-03-05
31590,0.03,Items for litigation,2018-05-08
31591,2.86,Items for litigation,2018-05-09
31592,2290499.95,Current,2018-11-13
31593,0.26,Current,2018-12-21
31594,0.26,Current,2019-06-25
31595,0.59,Current,2020-06-18
31596,0.22,Current,2020-09-27
31597,4999999.72,Current,2020-10-20
31598,700002.07,Current,2021-01-15
31599,900000.22,Current,2021-03-09
31600,-0.49,Current,2021-06-01
31601,0.62,Current,2021-06-04
31602,1000001.76,Current,2021-06-08
31603,-0.28,Current,2021-07-13
31604,5999999.36,Current,2021-10-27
31605,-0.17,Current,2022-01-05
31606,0.35,Current,2022-02-17
31607,0.11,Current,2022-06-22
31608,-0.26,Current,2022-06-28
31609,-1.09,Current,2022-06-30
31610,0.33,Current,2022-08-10
31611,-0.89,Current,2022-08-12
31612,0.55,Current,2022-08-26
31613,0.52,Current,2022-08-31
31614,0.76,Current,2022-08-31
31615,0.51,Current,2022-09-20
31616,1.08,Current,2022-10-19
31617,-0.86,Current,2022-11-03
31618,-1.05,Current,2022-11-18
31619,-0.91,Current,2022-12-13
31620,0.76,Current,2022-12-28
31621,0.07,Current,2022-12-29
31622,0.76,Current,2023-01-11
31623,-1.08,Current,2023-01-25
31624,-1.97,Current,2023-01-30
31625,-0.66,Current,2023-02-08
31626,-0.93,Current,2023-02-17
31627,-2.71,Current,2023-02-17
31628,-2.95,Current,2023-02-28
31629,-0.42,Current,2023-03-29
31630,0.75,Current,2023-04-04
31631,1.23,Current,2023-04-19
31632,0.55,Current,2023-05-03
31633,0.14,Current,2023-05-09
31634,0.77,Current,2023-05-09
31635,0.36,Current,2023-06-23
31636,0.21,Current,2023-06-29
31637,-1.59,Current,2023-06-30
31638,3.6,Current,2023-06-30
31639,0.95,Current,2023-07-04
31640,-0.66,Current,2023-07-06
31641,-0.93,Current,2023-07-19
31642,-0.09,Current,2023-07-20
31643,2.31,Current,2023-07-25
31644,0.22,Current,2023-07-27
31645,-0.62,Current,2023-07-27
31646,-0.02,Current,2023-07-28
31647,0.06,Current,2023-08-01
31648,1.41,Current,2023-08-01
31649,0.17,Amortization Past Due,2023-08-01
31650,0.11,Current,2023-08-03
31651,0.14,Current,2023-08-10
31652,0.54,Current,2023-08-11
31653,1.97,Current,2023-08-14
31654,0.14,Current,2023-08-11
31655,1.35,Current,2023-08-14
31656,1.05,Current,2023-08-18
31657,0.19,Current,2023-08-23
31658,-0.78,Current,2023-08-24
31659,0.19,Current,2023-08-29
31660,2.17,Current,2023-08-29
31661,1.28,Current,2023-08-30
31662,0.87,Current,2023-08-30
31663,0.96,Current,2023-08-31
31664,-0.48,Current,2023-08-31
31665,-0.53,Current,2023-09-06
31666,-1.07,Current,2023-09-06
31667,-1.97,Current,2023-09-07
31668,-1.06,Current,2023-09-08
31669,-0.99,Current,2023-09-11
31670,-0.6,Current,2023-09-13
31671,-0.31,Current,2023-09-14
31672,0.26,Current,2023-09-15
31673,-0.35,Current,2023-09-18
31674,0.01,Current,2023-09-19
31675,2.12,Current,2023-09-19
31676,-0.07,Current,2023-09-22
